Project,<NUMBER> <NUMBER> OSS cant get in <COMPANY> <NAME> Have you had a chance to look into this yet at <COMPANY> is chasing me for the quote but I cant get in it to download it 
Template,<NUMBER> <COMPANY> On the <COMPANY> OSS account on their <NUMBER> template with colour coded hardware can you please amend the seals and gaskets colour from <COLOUR> to <COLOUR> please As they always have colour coded seals and gaskets <NAME> 
Documents,<NUMBER> <NAME> I hope you are well I am unable to download a quote confirmation from OSS it keeps on generating the documents but doesnt allow me to download for the above quote number I have tried reloading the <NAME> and also using a colleagues computer but they are having the same issue please can you look into it 
Error,<COMPANY> I am trying to process the below <PRODUCT> on OSS however it keeps on coming up with the below error please can you look into this and advise <NAME> <NAME> 
Documents,<NUMBER> another quote that does not generate Hey Above quote wont generate for the customer he advised he cannot wait till tomorrow for it is there another way to download it <NAME> <NAME> 
Documents,<NUMBER> <COMPANY> <NUMBER> Is there a way you can get into this quote the customer is desperate for Glass sizes but as its a Biggy its just generating for ages Could you let me know if you can do anything your end please 
Access,<NUMBER> <COMPANY> OSS Live Link This company has reboot their computer and lost all the information Could we resend the credential for Live OSS 
Error,<COLOUR> Colour error on <STYLE> I cannot change the colour on <STYLE> it keeps bringing up an error <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL> 
Access,<NUMBER> <COMPANY> <NAME> from <COMPANY> has created a quote on OSS tried to order it but when she gets to the sign in screen it asks her to input her password which she does but it keeps on saying the password is incorrect She is using the same password she uses to log in so is certain that it is the correct password please can you look into it <NAME> <NAME> 
Error,<NUMBER> <COMPANY> Can you please have a look at project id <NUMBER> The customer wanted to generate the documents but it came up with an error Please can you advise <NAME> 
Error,<NUMBER> OSS Order Please could you have a look into the attached oss order under the <PRODUCT> section on trickle vents It states a <COLOUR> Trickle vent in a frame extender and <COLOUR> vents under trickle vents section What has gone wrong here Is it a system error or has the customer actually ordered a <COLOUR> vent They were saying they dont know how it happened and the vent they need has to be <NUMBER> <NAME> 
Miscellaneous,<NUMBER> Configuration for Moving Corner Post <PRODUCT> Set I have been asked by a customer to produce a MCP <PRODUCT> set in a <NUMBER> configuration however we only have <NUMBER> or <NUMBER> on Easiadmin Are we able to produce <NUMBER> And if so can you please get this added to Easiadmin as I have currently only quoted as a <NUMBER> in advance <NAME> 
Access,<NUMBER> <COMPANY> All Could I please have the login code to OSS learn for <COMPANY> The customer id is <NUMBER> <NAME> 
Access,<COMPANY> customer id <NUMBER> <NAME> Can I please have the learn login code to OSS for <NAME> at <COMPANY> The customer id is <NUMBER> I am due to visit him for the third time tomorrow to run through OSS I suspect that he might have forgotten his login code since my last visit was in <DATE> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Miscellaneous,Actual Delivery Date Formatting in EASI Can we please have the actual date revert back to US formatting <NUMBER> <NUMBER> 
Miscellaneous,Add User Request to add user <NAME> Team I need to add the following business manager re to Easi Admin <NAME> and have a wonderful <TIME> <NAME> <NAME> 
Access,agent <NUMBER> <COMPANY> can you please send me log in details for <COMPANY> <NUMBER> I have another meeting with <NAME> and am looking to get him live on OSS by the time I finish the meeting so he needs to be set up on the live link for when I train him <NAME> <NAME> 
Access,agent <NUMBER> can you please send me the log in details for <COMPANY> id <NUMBER> <NAME> <NAME> 
Miscellaneous,<COMPANY> <NUMBER> <NAME> Can you please remove <NAME> as the author of any OSS projects placed under the email address <EMAIL> <EMAIL> <NAME> is his replacement at the company and his name should show nto any projects created by the purchasing email <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Accounts<COMPANY> customer id <NUMBER> <NAME> Could you please set up the following email address with a live ordering login code on OSS The customer id is <NUMBER> <EMAIL> <EMAIL> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> ,
Ordering,<COMPANY> customer id <NUMBER> All Can you please set up <COMPANY> with the live for ordering <PRODUCT> tab The customer id is <NUMBER> <NAME> 
Error,AT <PRODUCT> Error As per conversation with <NAME> Error caused by entering upstand to be equal to total height which is allowed according to the restriction message box Height of <LENGTH> allowed <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Accounts,<COMPANY> <NUMBER> Please provide Quote Only OSS live for the below customer <COMPANY> <NUMBER> <EMAIL> <EMAIL> <NAME> when you complete the training with the customer in OSS we can provide him the Ordering Live Credentials I have copied <NAME> is you need help with <NAME> 
Status,Awaiting Sizes Are you able to change the status of these orders to awaiting sizes <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL> 
Error,Awning Error team I am trying to quote an awning <PRODUCT> <AREA> and OSS is not allowing me to do so The largest acceptable width it will take is <NUMBER> Can somebody explain why this is happening <EMAIL> <NUMBER> <NUMBER> 
Miscellaneous,Barrel options on OSS All We are still showing Magnum as an upgrade option for the barrels on OSS Can you please let me know if this can be changed to read ATK Please see the image below <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Access,<COMPANY> customer id <NUMBER> <NAME> <NAME> from <COMPANY> uses the email address <EMAIL> <EMAIL> to access OSS She is having difficulty logging in to the account this She has tried clicking the Forgotten Password button but she hasnt received the link to reset the password in <NAME> email inbox Could you please send her a new password to the email address <EMAIL> <EMAIL> <NAME> suspects that <NAME> from <COMPANY> who uses a different login code <NAME> have saved his details on their computer which has caused the confusion <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Feedback,<COMPANY> marine charge on OSS feedback All <NAME> asked me to confirm that a marine charge isnt applied on OSS any longer He and his team dont tick the marine button because it used to apply an additional charge <NAME> also sent some OSS feedback Regarding the master and slave symbols for the <PRODUCT> he felt that these could be clearer and he is not sure why the symbols look like little <PRODUCT> It would be useful if customers could set up their own default settings As mentioned to <NAME> <NAME> would like us to provide the manufacturing sizes for any <PRODUCT> added to OSS with a tolerance <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Gables,<COMPANY> <NUMBER> <NAME> I hope that its been a good week for you Could I please have the login credentials for the <PRODUCT> tab on the OSS learn platform for <COMPANY> customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Error,<PRODUCT> has disappeared Please can you look into this <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL> 
Error,<COLOUR> Line Issue Max <PRODUCT> All Possible OSS visual Issue Issue reported with a <COLOUR> line when the user works in a normal full Size <COLOUR> <PRODUCT> When the user adjusts the application <PRODUCT> to be slightly smaller than Full Screen the <COLOUR> bar disappears and all is fine Is this a quick fix locally or something your end See screenshot 
Access,<COMPANY> OSS Please can you send the log in details for <COMPANY> account <NUMBER> as they do not have access to this one The user is <EMAIL> <EMAIL> <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL> 
Miscellaneous,<COMPANY> OSS Query id <NUMBER> All I have just received a call from <COMPANY> who are trying to locate a project that was last amended on their OSS account in <DATE> this year The reference is possibly <NAME> <NAME> or <NUMBER> <ADDRESS> They cant remember the full details I have shown them how to search through their account history by clicking on the <COLOUR> circled areas as shown below but <COMPANY> are saying that their history is only showing projects going back as far as <DATE> this year They have been live on OSS for much longer Can you please advise <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Colour,<COLOUR> add colour Please can you add this colour to the system <COLOUR> Can be matched in any gloss level requested Standard rates plus <NUMBER> plus manufacturing surcharge of <MONEY> Allow <NUMBER> working <TIME> for powder manufacture <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL> 
Miscellaneous,<COMPANY> customer id <NUMBER> All If it is possible could you please change the email contact information on <COMPANY> Customer Specification Document The contact email address should be <EMAIL> <EMAIL> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Miscellaneous,Business Manager amendments <NAME> is going to look after several customers and we have discovered her name is not correct Could someone amend her surname to show <NAME> <NAME> please <NAME> 
Callback,call back Can you give me a call when you get chance please 
Cancellation,Cancelling order <NUMBER> I need to amend one of the <PRODUCT> on the above order however OSS does not allow me to cancel it and if I cancel it on EA I will have to re raise this order please can you look into this <NAME> <NAME> 
Documents,cannot generate quote I have processed this and need to generate the quote but can only generate the customer spec projects <NUMBER> revisions <NUMBER> Please look into this 
Colour,<COLOUR> Add to OSS Please can you add <COLOUR> <COLOUR> to OSS for <STYLE> It is available for <STYLE> as I have already quoted the attached but the customer would now like to change to <STYLE> <NAME> <NAME> 
Colour,<COLOUR> <COLOUR> Im trying to process a <PRODUCT> on oss with the above colour however it does not allow me to do so as it says its not a valid colour please can you look into this <NAME> <NAME> 
Report,<NAME> Hamper Addresses all Would it be possible to pull a report off EA to get the full addresses for all the customers on the attached spreadsheet The vast majority of the are Premium Partners with only a few exceptions if that helps <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Colour,Colour add I hope you all had a great weekend Please could you add the colour <COLOUR> to OSS I need to order a <PRODUCT> <PRODUCT> in this colour This is for <NAME> <NAME> so please can this be done asap so I can send to the customer <EMAIL> 
Miscellaneous,Coupler upstand Could you check this for me please I cant put the middle as a coupler is this correct as Ive been told this should be fine I need to get this order on asap as its a for <NUMBER> <TIME> <DATE> 
Account,Credentials <NAME> <COMPANY> Could you provide quote only credentials for the below company please Email <EMAIL> <EMAIL> Company name <NAME> <COMPANY> <NUMBER> <NAME> 
Account,Credentials <COMPANY> Please provide Quote only credentials for the below company Email <EMAIL> <EMAIL> Company name <COMPANY> <NUMBER> 
Account,Credentials <COMPANY> <NUMBER> Could you provide credential for the below customer please Quote only <EMAIL> <EMAIL> <COMPANY> <NUMBER> <NAME> 
Account,Credentials try OSS Could you provide Quote only credential for the below company please <COMPANY> <NUMBER> <EMAIL> <EMAIL> thanks <NAME> 
Account,Credentials Try OSS Origin Could you provide Quote Live Credential for the below customer please Name <NAME> <EMAIL> <EMAIL> <NUMBER> 
Account,Credentials Quote Only Try OSS <NUMBER> Could you provide Quote only credential for the below customer please <COMPANY> <NUMBER> <EMAIL> <EMAIL> <NAME> 
Access,<COMPANY> Im in Bristol today and will be wanting to train <NAME> on <PRODUCT> Could you please forward me an access code and provide the link <NAME> 
Access,customer <NUMBER> <NAME> can you please send me log in details for above agent and live link as oss training him on <DATE> he needs to be live but ordering disabled <NAME> <NAME> 
Colour,Customer ID <NUMBER> <COMPANY> <NAME> just called stating he cannot see <COLOUR> as a popular colour on his OSS Is this something you can help with 
Access,Customer ID <NUMBER> HI Could you please send me the up to date learn link and then also please send me the learn log in details for customer <NUMBER> I need this before <DATE> today please <NAME> <NAME> <NUMBER> <EMAIL> 
Error,customer ID <NUMBER> Project ID <NUMBER> <NAME> quoted this project <NUMBER> but when she turned into an order the <PRODUCT> disappear An order completely empty is here <NUMBER> but without <PRODUCT> Could you have a look please Customer is chasing the project 
Access,Customer ID <NUMBER> <COMPANY> login issue I have just been on the phone to <NAME> <NAME> he has been having a lot of problems logging into OSS previously and he believed it was all resolved but he has just tried logging in now and its not letting him Im not sure if its an error on his end because he is entering login details wrong or on ours Can someone please contact him or check if theres an issue and respond to this email for me to contact him please 
Error,<NUMBER> <NAME> rang and advised he is not able to change any spec when processing a new quote order he restarted the <NAME> and logged it and out but he is still having this issue Please can someone look into this and give him a call to get it resolved <NAME> <NAME> 
Error,Date change Same thing has happened This is when I have gone to change the date 
Miscellaneous,delivery address Can you please set the below address as the default delivery address for <COMPANY> <NUMBER> <ADDRESS> 
Miscellaneous,Delivery dates On the confirmations are we no longer showing the delivery date they select Ive had a few calls about this now and logistics also putting customers through to me about delivery dates so if this is an update has anyone been told 
Feedback,<COMPANY> Feedback customer id <NUMBER> All I received some feedback from <NAME> of <COMPANY> regarding OSS Please see his points below Can we please add ASAP a glass pricing calculator <NAME> would like to be able to key in his <MONEY> at quote stage so that OSS could calculate the price of his glass An example of a large job where this was very time consuming for him is <NUMBER> <NUMBER> version <NUMBER> <NAME> currently has to paste in his own Intro and pricing onto the Customer Specification Document every time that he wants to send a customer Specification Doc to a customer Could we consider permanently uploading his own intro and pricing <NAME> onto his OSS account <NAME> has mentioned that the quantity number isnt accurate for glass measurements If the glass sizes are different for <NUMBER> item the quantity of units shows incorrectly as <NUMBER> Ive tried to upload a quote sheet to illustrate this more fully but Im afraid OSS is not uploading quotes on the Origin learn programme at this time Please let me know if you need further info <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Access,<COMPANY> <NUMBER> All Can I please have the login code to OSS learn for <COMPANY> I am meeting them this so could you please send it ASAP v much <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,DIRECT CUSTOMER <NAME> <NAME> <NUMBER> Could you please send me the Login details for the customer above this is for QUOTE ONLY <EMAIL> 
Miscellaneous,discount <COMPANY> The extra <NUMBER> discount for <COMPANY> <NUMBER> <PRODUCT> orders has it been added on to OSS orders Please let me know <NAME> 
Error,Discount error please help I was trying to apply the discount but the system doesnt seem to like it Please help <EMAIL> 
Documents,documents downloading I have had <NUMBER> customers call to say they would not download their documents Just keeps spinning <NUMBER> <NUMBER> <COMPANY> Please can you look into this <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL> 
Miscellaneous,<PRODUCT> Restrictors Are we able to add <PRODUCT> restrictors as an option under the <PRODUCT> <PRODUCT> section We keep having to raise them as a extra ancillary <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL> 
Error,EA Error I was trying to run a quote report this and it came up with below error could you please help <EMAIL> 
Error,EA glitch EA It looks like we have an issue with payments on EA Please see below <NAME> took the payment set the order as fast track then <NAME> ticked the confirmation but that brought the order back to Awaiting Deposit We had few more orders like that for example <NUMBER> and <NUMBER> Can we please investigate and resolve ASAP <EMAIL> 
Error,EA Issue Im trying to order an oversized <PRODUCT> on EasiAdmin but it comes up with the below message after I put in the colour and sizes and wont let me add the <PRODUCT> to the order I dont have a special price for it its just a normal order Please can you advise <NAME> 
Error,easi admin quote <NUMBER> Can you please have a look at quote number <NUMBER> on Easi Admin and check if you can get it to generate a picture of the <PRODUCT> on the quote confirmation <NAME> 
Error,EasiAdmin Error I get an error every time I try to print the customer delivery email from Easi admin for orders please see attached Please could you have a look <NAME> 
Pricing,Easiadmin <NAME> issue I have had a few orders where the price has increased by <NUMBER> nothing has changed on the order and we are only noticing after it has been signed of Order numbers <NUMBER> and <NUMBER> There was another one but I cannot remember the order number <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL> 
Error,EasiAdmin Question <NUMBER> see ticket below Please could you respond to <NAME> direct Why does the system say the max height is <NUMBER> <NUMBER> <NUMBER> and when I enter that height I get an error message <EMAIL> 
Error,easiadmin Notify Purchasing Button There is a notify purchasing button while placing ancillary orders We have been asked by purchasing to ensure we use it however it does not allow you to notify them until the order is placed it comes up with the below message Once placing the order the button disappears please see below At what stage shall we be pressing this button and also how should we place the order to ensure it allows us to send a notification to purchasing <NAME> <NAME> 
Account,<COMPANY> Oss Training <NUMBER> oss Could you please provide password and login for OSS Training please for the above New account on <DATE> <NAME> 
Access,<COMPANY> <NUMBER> The above company had received OSS training Could you please send the customer live link and login details please <NAME> 
Access,<COMPANY> customer id <NUMBER> <NAME> Could I please have login codes to OSS learn for the email addresses listed below These are the email addresses of the <COMPANY> Sales Team who received training yesterday <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <EMAIL> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Miscellaneous,Egress Hinges OSS Could you please let me know if you have limitations for <STYLE> and <STYLE> egress hinges new min and max top hung and side hung <EMAIL> 
Miscellaneous,egress hinges on <STYLE> Can we not have egress hinges for <STYLE> Customer was trying to add them on separate projects but it came up with errors Please can you advise asap <NAME> 
Miscellaneous,<COMPANY> <NAME> from <COMPANY> has asked if its possible to remove the option to have internal glazing on OSS he would like his templates set up only with external glazing please advise if that is possible <NAME> <NAME> 
Account,<COMPANY> customer id <NUMBER> <NAME> Could I please have a learn login code with the <PRODUCT> tab for the following customer <EMAIL> <EMAIL> Customer id <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Access,<PRODUCT> id <NUMBER> can you please send me log in details for <PRODUCT> id <NUMBER> <NAME> <NAME> 
Miscellaneous,Emergency Exit Compliant Just thought Id bring to your attention that one of our customers says OSS is wrong because we are working out our emergency exit sizes for our top hung <PRODUCT> the same as side hung Apparently top hung <PRODUCT> have different requirements 
Documents,Error Generating Documents on OSS Good afternoon Please can someone look into this The customer requires the glass sizes this afternoon so needs to generate the quote document however an error is coming up and then the documents never load I have done the same thing below to show what happens I look forward to hearing from you shortly <NAME> <NAME> 
Documents,Error opening project I was just about to send this quote to the customer when OSS decided it wanted to stop working I have made the amendment I needed but I cant go back into the project to print it 
Error,Error raising <PRODUCT> order on OSS Dev Config and error message outlined below Error occurs with pressing Save Also of note is no price is generated just <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Error,Errors on <PRODUCT> <PRODUCT> Quote ID <NUMBER> Hey I am experiencing some issues on OSS it doesnt not allow me to change the name reference of the products are any colours of the gaskets seals It just comes up with an error message please could you look into it <NAME> <NAME> 
Access,<COMPANY> customer id <NUMBER> All Can I please have the learn login code and link to the <PRODUCT> tab for <NAME> at <COMPANY> The customer id is <NUMBER> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Access,<COMPANY> ID <NUMBER> Can you please send log in details to <COMPANY> for OSS as they dont have them to hand <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Account,<COMPANY> ID <NUMBER> I have visited <NAME> today and he would like to get set up on OSS I have explained that first you would send him a link for a training version and <NAME> would then go and train him before he can go live He might be ok with just a remote training thats why I copied onboarding Can you please contact <NAME> with the necessary 
Miscellaneous,Frame Extenders for <PRODUCT> All Can you please let me know when frame extenders will be added to OSS for <PRODUCT> Should customers request these via the office in the meantime <NAME> could you please update the team with the answer for me because I will be off next <DATE> <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Weight,Frame Weight Is there any way we can get the frame weight of <PRODUCT> <NUMBER> <NUMBER> and <NUMBER> please <EMAIL> 
Miscellaneous,<PRODUCT> request <COMPANY> customer id <NUMBER> All <COMPANY> have asked if it could be possible to make the <PRODUCT> below available on OSS This would have a <PRODUCT> in the two mid sashes <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <NUMBER> <EMAIL> 
Miscellaneous,<PRODUCT> and trickle vents Quote ID <NUMBER> OSS is allowing our <PRODUCT> of this width to have trickle vents when turned into a normal left hung and right hung is disallows this Please advise 
Reminder,FW Any updates in regards to this <NAME> <NAME> 
Miscellaneous,FW We have received the below email OSS generated the glass sizes which look quite unusual I ran it by <NAME> <NAME> and he did agree that he has not seen so many decimal points before and advised I should speak to you Please could you look into it and advise <NAME> <NAME> 
Miscellaneous,FW please find sign off sheet for <COMPANY> id <NUMBER> <NAME> <NAME> 
Error,FW Change color in project settings <NAME> We are reporting this for investigation as getting the errors reported continues to reoccur We make an edit to a quote exit and this case we changed project settings from <COLOUR> to <COLOUR> and receive errors Action required is to trouble shoot and hopefully resolve so this does not happen again or forward to whom can help us <NUMBER> <NUMBER> 
Availability,FW <NUMBER> lead time query Are you able to check the lead time on this It says <NUMBER> weeks but it has let the customer choose a quicker time This is a stock panel so it will be ok just I dont think it should say <NUMBER> week 
Miscellaneous,FW <NUMBER> Please can you order <NUMBER> stepped and <NUMBER> flat trim as the BOM has given you the wrong Quantities <NAME> please could you investigate this one as well as <COMPANY> are asking for <NUMBER> trim each at <LENGTH> but the BOM has only ordered <NUMBER> lengths <NAME> 
Status,FW <NUMBER> <COMPANY> Are you able to help with this The above order has been invoiced incorrectly but not manufactured and delivered Are you able to change the status back to scheduled for production so it can be made and delivered <NAME> 
